Step,l_g_gan,l_g_pix,l_g_percep,l_d_real,l_d_fake,out_d_fake,out_d_real,,,,
19000,0.090927489,0.001108379,1.418741226,5.73E-06,6.05E-06,-18.71424866,-0.528761744,,,,
19100,0.02680555,0.001043641,1.351466179,0.02788757,0.028364889,-39.885746,-34.58088684,,,,
19200,0.050365441,0.0009603,1.275967598,5.24E-05,4.84E-05,-22.25296593,-12.17997742,,,,
19300,0.049065262,0.001087786,1.407191038,5.82E-05,7.67E-05,22.05528641,31.86820221,,,,
19400,0.037332539,0.001050831,1.372759104,0.420589685,0.421663404,-61.07946777,-54.45521545,,,,
19500,0.051396623,0.001012688,1.384002566,0.001425564,0.001405613,43.85435486,54.13084412,,,,
19600,0.08917474,0.001084019,1.411392689,3.20E-06,3.16E-06,-11.99616432,5.838776588,,,,
19700,0.046166081,0.001092028,1.400944948,0.000114416,0.000114484,-38.66211319,-29.42912483,,,,
19800,0.027924392,0.001032629,1.384540081,0.00649805,0.006661498,40.75440979,46.3261261,,,,
19900,0.05052013,0.001027447,1.33298707,3.16E-05,3.23E-05,-65.93215942,-55.82819748,,,,
20000,0.020959755,0.0011532,1.421357751,1.883644462,1.883672357,-1.474271297,-1.049636841,,,,
20100,0.047333896,0.001090529,1.445590734,4.18E-05,4.24E-05,1.334863782,10.80155945,,,,
20200,0.022003448,0.000971012,1.256786466,0.006793586,0.007032674,-20.13888168,-15.75201893,,,,
20300,0.046596453,0.001000621,1.40395999,4.64E-05,4.66E-05,-33.84004211,-24.52084541,,,,
20400,0.060331278,0.0012956,1.616984725,3.04E-06,3.04E-06,-13.93745995,-1.871209979,,,,
20500,0.035951331,0.001176614,1.504754066,0.000434548,0.000425652,-0.760775685,6.428630829,,,,
20600,0.017208461,0.001006925,1.361385345,0.01760821,0.017869435,-13.33623695,-9.93002224,,,,
20700,0.000119886,0.00117769,1.680380821,1.894053817,1.894052982,18.31590843,14.55177879,,,,
20800,0.049622521,0.001015508,1.404155016,2.93E-05,2.62E-05,11.1637249,21.08817482,,,,
20900,0.021467095,0.000960965,1.324706793,0.007377442,0.007285002,13.38042068,17.65917778,,,,
21000,0.033660315,0.001011561,1.367065191,0.000655512,0.000661018,-14.13740349,-7.406657219,,,,
21100,0.061679117,0.000985974,1.340615273,2.57E-06,2.36E-06,-29.67331314,-17.3374939,,,,
21200,0.04665044,0.000985238,1.449457645,5.33E-05,4.77E-05,19.07972336,28.40970993,,,,
21300,0.072822832,0.001083038,1.339015841,2.46E-07,2.61E-07,-34.24797058,-19.68340302,,,,
21400,0.01388414,0.000974348,1.370545149,0.034202229,0.034479734,-25.75910568,-23.05096054,,,,
21500,0.048915002,0.00108879,1.338187814,2.96E-05,3.01E-05,-1.870992422,7.911948204,,,,
21600,0.055907391,0.00096616,1.41588974,7.47E-06,7.37E-06,-9.797359467,1.384103298,,,,
21700,0.024327677,0.000982192,1.436416149,0.004105797,0.004124078,1.85780406,6.715109825,,,,
21800,0.037091948,0.001019719,1.366918564,0.00032619,0.000315633,-2.637345791,4.780402184,,,,
21900,0.027241334,0.000965225,1.381785631,0.002387832,0.002268774,-10.33198833,-4.888378143,,,,
22000,0.046573184,0.001075922,1.385672092,4.76E-05,4.79E-05,15.17805099,24.49259186,,,,
22100,0.041814193,0.000984103,1.287319183,0.000128733,0.000125755,1.074115634,9.436699867,,,,
22200,0.041958548,0.001272576,1.457866192,0.000123609,0.000121491,21.51066208,29.90212631,,,,
22300,0.054106183,0.001045385,1.347941399,1.10E-05,1.07E-05,0.418772161,11.23998642,,,,
22400,0.082284592,0.000994428,1.444663763,4.47E-08,4.47E-08,-2.388337612,14.06858063,,,,
22500,0.047494337,0.001115489,1.376427412,4.42E-05,4.31E-05,13.56290436,23.06168556,,,,
22600,0.031933349,0.00100042,1.369906306,0.000932455,0.000940801,-28.01198578,-21.62718964,,,,
22700,0.05386883,0.000936713,1.424629211,1.13E-05,1.15E-05,1.194026947,11.96777058,,,,
22800,0.059326768,0.000996611,1.399087548,4.62E-06,4.05E-06,15.94310284,27.80844688,,,,
22900,0.040482022,0.001040923,1.333275318,0.000160036,0.000159768,31.15686035,39.25294495,,,,
23000,0.035249796,0.001009019,1.309608221,0.000454715,0.00051173,15.27485847,22.32385063,,,,
23100,0.047371313,0.001099129,1.445043921,4.27E-05,4.52E-05,43.33649445,52.81066895,,,,
23200,0.037422672,0.001214855,1.495543003,0.000299106,0.000326159,20.8863678,28.3702774,,,,
23300,0.035013326,0.001000532,1.381087542,0.000514127,0.000508982,-19.68307877,-12.68143654,,,,
23400,0.05288364,0.001153715,1.343867779,1.35E-05,1.54E-05,42.70934677,53.28604507,,,,
23500,0.058598585,0.000987759,1.226685047,4.33E-06,4.40E-06,3.062004089,14.78171253,,,,
23600,0.032993399,0.001186499,1.48095727,0.000788918,0.000762409,21.78695297,28.38408089,,,,
23700,0.054542996,0.001041847,1.364176512,1.01E-05,9.79E-06,-32.556427,-21.64784813,,,,
23800,0.045539886,0.001151556,1.427239776,7.23E-05,6.05E-05,31.91413116,41.02197647,,,,
23900,0.04802449,0.000946818,1.260245085,3.81E-05,3.61E-05,3.757863522,13.36268806,,,,
24000,0.02560674,0.000958732,1.375139236,0.003409454,0.003146841,55.70993805,60.82472992,,,,
24100,0.029174585,0.001089508,1.332912683,0.001625709,0.001568314,12.10687542,17.93859863,,,,
24200,0.054355226,0.001102842,1.464537501,1.11E-05,1.06E-05,-15.59894085,-4.727917194,,,,
24300,0.042876177,0.000935594,1.357265592,0.000105476,0.00010883,26.16284943,34.73786926,,,,
24400,0.042310156,0.000984371,1.228407025,0.00011561,0.000110304,12.17729759,20.63910294,,,,
24500,0.007861318,0.000974978,1.29931736,0.130727336,0.135973692,34.56088638,35.86644745,,,,
24600,0.079150796,0.000951029,1.503058672,6.71E-08,7.08E-08,10.67300892,26.50316811,,,,
24700,0.049921278,0.001000352,1.519304991,2.46E-05,2.52E-05,-7.531085491,2.453120708,,,,
24800,0.051871948,0.001180183,1.448335767,1.68E-05,1.89E-05,33.26651001,43.64086151,,,,
24900,0.000790066,0.000964684,1.306561708,0.992639244,0.992695212,4.775877476,2.948556185,,,,
25000,0.072553501,0.001081763,1.477448463,2.76E-07,2.61E-07,5.154194832,19.6648941,,,,
25100,0.021662869,0.001058999,1.432165027,0.007501596,0.008748676,-20.71814156,-16.40181732,,,,
25200,0.02701072,0.00106369,1.268733501,0.002560609,0.002504734,51.65063477,57.04771423,,,,
25300,0.035737365,0.001108613,1.38240993,0.000423879,0.000423177,28.13705635,35.28368378,,,,
25400,0.023415625,0.001034515,1.460052252,0.00501243,0.004883808,-48.96294022,-44.289711,,,,
25500,0.005701334,0.001109853,1.472523928,0.209335566,0.208022326,35.32187653,36.04478455,,,,
25600,0.039741948,0.001117881,1.487110496,0.000200205,0.00019409,38.58522797,46.5332222,,,,
25700,0.028005268,0.000854661,1.232097626,0.001994789,0.001966885,54.90807724,60.50516891,,,,
25800,0.029631898,0.000982851,1.237691402,0.001411852,0.001415361,-15.92698574,-10.00343323,,,,
25900,0.059314162,0.000914553,1.321306825,3.85E-06,3.82E-06,15.91921806,27.78204346,,,,
26000,0.054460015,0.001125535,1.694722652,1.01E-05,1.03E-05,-6.458837032,4.433146,,,,
26100,0.014195158,0.001046496,1.377263546,0.033036098,0.031767085,15.38692665,18.1611557,,,,
26200,0.034966465,0.001208519,1.4201653,0.000483035,0.000482552,23.55017471,30.54250336,,,,
26300,0.018592253,0.001118521,1.468586445,0.013603987,0.012979377,16.30047226,19.99234009,,,,
26400,0.039398164,0.001079943,1.407842517,0.000224901,0.00020829,-6.610897064,1.268302202,,,,
26500,0.045064673,0.000949084,1.291339278,6.88E-05,6.55E-05,11.40284348,20.41564369,,,,
26600,0.056354068,0.001099587,1.406808615,6.63E-06,7.00E-06,3.125857353,14.39665794,,,,
26700,0.039035,0.001000649,1.414228916,0.000234164,0.000213878,2.686858654,10.49341106,,,,
26800,0.044821993,0.000875322,1.264791131,7.64E-05,7.25E-05,-45.154953,-36.19070435,,,,
26900,0.067391321,0.001015554,1.427120924,7.75E-07,8.12E-07,21.04940414,34.527668,,,,
27000,0.019369848,0.000855219,1.262185812,0.010944982,0.011495043,9.854877472,13.70640755,,,,
27100,0.043029122,0.001120296,1.475904226,0.000100895,9.73E-05,27.0259285,35.63155365,,,,
27200,0.035056543,0.001229712,1.368854642,0.000482752,0.000468482,24.13288498,31.14324188,,,,
27300,0.039521627,0.001098351,1.395787954,0.000196454,0.000194612,11.26392174,19.16785622,,,,
27400,0.024591103,0.000953412,1.362229824,0.003800275,0.003810484,2.771676779,7.682286739,,,,
27500,0.03317865,0.000900126,1.338733792,0.000862666,0.000730025,47.76411438,54.39825058,,,,
27600,0.006215893,0.000961413,1.320656061,0.184246868,0.183548898,15.54048347,16.41586685,,,,
27700,0.047047786,0.001133511,1.510859251,4.69E-05,4.86E-05,33.98887634,43.39833832,,,,
27800,0.079727009,0.000956042,1.40070653,5.96E-08,7.08E-08,11.28530121,27.23070145,,,,
27900,0.028243849,0.001153201,1.454762697,0.001989018,0.00186719,59.97113037,65.61604309,,,,
28000,0.02109766,0.001093755,1.38520658,0.008182665,0.007812374,24.09988785,28.30342484,,,,
28100,0.047551941,0.001050001,1.478700638,3.90E-05,3.87E-05,25.63653946,35.14685059,,,,
28200,0.050711665,0.001043713,1.348091364,2.14E-05,2.08E-05,20.75377274,30.89606476,,,,
28300,0.041404799,0.001009732,1.338688493,0.000139284,0.000136008,10.2329464,18.51362991,,,,
28400,0.053395659,0.000932697,1.293235183,1.22E-05,1.18E-05,33.28224182,43.96134949,,,,
28500,0.026195405,0.001120608,1.450343013,0.002789813,0.003003958,19.66921616,24.90250397,,,,
28600,0.051127471,0.001022379,1.422616243,2.04E-05,2.02E-05,29.56672859,39.79218292,,,,
28700,0.002785,0.000853792,1.240954518,0.455490917,0.452429056,13.49960327,13.14868355,,,,
28800,7.00E-06,0.000960295,1.305431128,3.434791088,3.435054302,56.95114136,50.08269882,,,,
28900,0.004898189,0.000929564,1.247494102,0.249213353,0.255868673,35.97522736,36.44978333,,,,
29000,0.051635217,0.000995636,1.351489305,1.81E-05,1.83E-05,28.89773941,39.2247467,,,,
29100,0.054524876,0.000916978,1.319231629,9.48E-06,9.57E-06,30.32723808,41.23219299,,,,
29200,0.031075742,0.001124196,1.481443405,0.001107854,0.001131995,43.55125427,49.76416397,,,,
29300,0.030026127,0.001053239,1.514593363,0.001372017,0.001316215,5.760439873,11.76297665,,,,
29400,0.068762884,0.000947234,1.291828394,5.81E-07,5.51E-07,34.0692749,47.82184982,,,,
29500,0.026750511,0.001103303,1.335395336,0.002478841,0.002603612,-33.66252899,-28.3175087,,,,
29600,0.061069913,0.001042048,1.280542135,2.55E-06,2.58E-06,34.7621994,46.9761734,,,,
29700,0.044491738,0.000965663,1.333574176,7.12E-05,7.12E-05,50.12527466,59.02347946,,,,
29800,0.022963766,0.001063564,1.377857924,0.005563345,0.006379944,42.77043152,47.35124207,,,,
29900,0.085179329,0.001117439,1.416664958,1.49E-08,1.12E-08,3.861561775,20.89742661,,,,
30000,0.052516714,0.001076176,1.451068282,1.51E-05,1.42E-05,31.27481651,41.77812958,,,,
30100,0.031864218,0.001097249,1.404755235,0.000890948,0.000893474,31.12733459,37.49839401,,,,
30200,0.054825563,0.001035603,1.363999724,9.73E-06,9.02E-06,40.02355957,50.98865509,,,,
30300,0.045658838,0.001179792,1.287785172,5.66E-05,5.77E-05,37.30065918,46.43231201,,,,
30400,0.083421573,0.001176191,1.499941587,2.24E-08,2.61E-08,34.950634,51.63494873,,,,
30500,0.04202871,0.001025698,1.38758564,0.000124819,0.000119152,27.44813919,35.8536377,,,,
30600,0.054881141,0.000909402,1.399646282,9.00E-06,8.94E-06,15.81276798,26.78897858,,,,
30700,0.044605643,0.001033231,1.374586582,7.61E-05,7.45E-05,1.300624728,10.22160339,,,,
30800,0.016299594,0.000961468,1.344937801,0.020734768,0.021222942,33.71934128,36.93730164,,,,
30900,0.038251735,0.000973663,1.392731905,0.000252632,0.00025371,47.73322296,55.38306427,,,,
31000,0.014423307,0.001091521,1.327239633,0.030421427,0.03045363,13.18137169,16.00515747,,,,
31100,0.021398384,0.001103005,1.419768333,0.007247211,0.007489092,7.938732624,12.20367336,,,,
31200,0.028117355,0.000911786,1.212855816,0.001964963,0.001920746,34.11867523,39.73826218,,,,
31300,0.025440695,0.001203779,1.520905375,0.003422762,0.003303238,37.48247528,42.56388855,,,,
31400,0.005835502,0.001114283,1.420658588,0.196213901,0.200295299,34.39942932,35.17002106,,,,
31500,0.044316806,0.00104338,1.316858292,7.57E-05,7.36E-05,25.06620407,33.92941666,,,,
31600,0.053064626,0.001148544,1.292643785,1.33E-05,1.33E-05,34.49794006,45.11083984,,,,
31700,0.018185513,0.001114289,1.435858011,0.014112578,0.014049998,19.66725159,23.27619171,,,,
31800,0.075092062,0.000929284,1.413586378,1.56E-07,1.68E-07,10.71942329,25.73783684,,,,
31900,0.03199286,0.000896374,1.27523756,0.000875566,0.000881166,39.4234581,45.82027435,,,,
32000,0.015831966,0.001026741,1.317967772,0.023092372,0.023041895,18.07519531,21.19545364,,,,
32100,0.035152666,0.000895389,1.286293268,0.0004635,0.000466198,28.83237267,35.86197662,,,,
32200,0.026557844,0.000871455,1.225802898,0.002677314,0.002641771,30.81604195,36.12229156,,,,
32300,0.026165441,0.001059244,1.370027304,0.002905688,0.00288262,45.1219101,50.34921265,,,,
32400,0.044807717,0.000911227,1.281976223,7.36E-05,7.01E-05,14.90005112,23.8614521,,,,
32500,0.028158702,0.001126878,1.380645037,0.001872717,0.001931853,31.55801582,37.18595123,,,,
32600,0.051384922,0.000864927,1.143808961,1.92E-05,1.81E-05,-19.11330414,-8.836357117,,,,
32700,0.015050035,0.00093426,1.338716626,0.030201003,0.027285732,0.626226664,3.578746796,,,,
32800,0.016435597,0.001167382,1.562890053,0.020041633,0.020319132,10.83164597,14.07840538,,,,
32900,0.044130065,0.001034511,1.270570397,8.02E-05,8.14E-05,19.20804214,28.03389359,,,,
33000,0.024584044,0.0010971,1.421016693,0.00408548,0.003968805,15.38612556,20.29487991,,,,
33100,0.017080937,0.001000492,1.340940952,0.02143418,0.018841693,25.12047958,28.4963913,,,,
33200,0.096672021,0.001017174,1.312215447,0,0,24.76673508,44.10113907,,,,
33300,0.045515351,0.001081529,1.441213369,6.33E-05,5.82E-05,43.65905762,52.76200867,,,,
33400,0.064685643,0.000989033,1.296974659,1.29E-06,1.30E-06,17.02268982,29.95981789,,,,
33500,0.062739044,0.001260726,1.477261305,1.94E-06,1.98E-06,19.17161369,31.71941948,,,,
33600,0.016531989,0.00102213,1.40057683,0.019731909,0.020383492,11.07496929,14.34125137,,,,
33700,0.028091319,0.001014222,1.382889628,0.001958735,0.001977837,26.08021355,31.69454002,,,,
33800,0.025111981,0.000954776,1.26189971,0.003448468,0.003362753,2.574633598,7.590218544,,,,
33900,0.031049902,0.001020748,1.490423799,0.001196745,0.001050603,42.49423218,48.70196533,,,,
34000,0.058841802,0.001085535,1.404270649,4.25E-06,4.15E-06,32.45812988,44.22648239,,,,
34100,0.049984686,0.001152159,1.511377692,2.62E-05,2.54E-05,25.0520668,35.04895401,,,,
34200,0.047659941,0.001136913,1.434385419,3.90E-05,4.02E-05,3.225517988,12.75742626,,,,
34300,0.064971551,0.001067277,1.400360346,1.21E-06,1.21E-06,-1.675880313,11.31842804,,,,
34400,0.054059204,0.0010686,1.391323447,1.09E-05,1.18E-05,1.401444077,12.21326256,,,,
34500,0.030583046,0.001182443,1.452538252,0.001177524,0.001323615,0.549759388,6.66386795,,,,
34600,0.057242468,0.000922045,1.218028903,5.73E-06,6.65E-06,-21.40338135,-9.954899788,,,,
34700,0.009163372,0.001084218,1.491792798,0.099499017,0.096586838,5.379436016,7.01602459,,,,
34800,0.059359644,0.000997499,1.2690835,3.84E-06,3.75E-06,17.66159248,29.53351402,,,,
34900,0.030248579,0.001076506,1.43146193,0.001288681,0.001288297,22.49336624,28.54050446,,,,
35000,0.055143811,0.001072214,1.302737713,8.84E-06,9.16E-06,17.09110832,28.11985397,,,,
35100,0.025440358,0.000997711,1.413343191,0.003268982,0.00340198,30.18867302,35.27007294,,,,
35200,0.066780537,0.001057022,1.439349771,8.31E-07,8.38E-07,13.48490715,26.84101486,,,,
35300,0.045646533,0.000962182,1.22328496,5.97E-05,5.91E-05,-5.788661957,3.34052515,,,,
35400,0.0425754,0.000839277,1.303914666,0.000110899,0.000113002,-17.56342697,-9.048570633,,,,
35500,0.050547596,0.001090671,1.460303307,2.29E-05,2.15E-05,-6.969670296,3.13980484,,,,
35600,0.031461697,0.001108921,1.298821568,0.000988621,0.000977255,6.476483345,12.76685715,,,,
35700,0.061967961,0.001152955,1.391386986,2.37E-06,2.23E-06,2.402350664,14.79593849,,,,
35800,0.080732979,0.001006146,1.357329488,5.96E-08,5.59E-08,25.78800392,41.93460083,,,,
35900,0.05570345,0.000949906,1.353163362,8.08E-06,7.52E-06,-8.078872681,3.061802387,,,,
36000,0.028319096,0.001013205,1.270222425,0.00188266,0.001802587,9.93157959,15.59171391,,,,
36100,0.063473225,0.000995844,1.328616619,1.80E-06,1.67E-06,9.398879051,22.09351921,,,,
36200,0.044912249,0.001199731,1.549578905,7.01E-05,7.09E-05,-6.804251671,2.178056717,,,,
36300,0.05492615,0.001102482,1.352427721,9.94E-06,9.07E-06,11.0405035,22.02571487,,,,
36400,0.054164983,0.00095264,1.419974089,1.13E-05,1.03E-05,21.12005615,31.95303154,,,,
36500,0.051572748,0.000987883,1.338617325,1.96E-05,1.75E-05,-9.402646065,0.911866128,,,,
36600,0.043065343,0.001225509,1.555357456,0.000100158,9.70E-05,-2.825354338,5.787517548,,,,
36700,0.018623155,0.001028945,1.34765172,0.016667418,0.013757066,-0.532693326,3.16151309,,,,
36800,0.015052587,0.001137827,1.395978928,0.02929309,0.026158478,4.525561333,7.48062706,,,,
36900,0.032566033,0.001082232,1.379495859,0.000805927,0.00080495,12.05871773,18.5703125,,,,
37000,0.03487549,0.00108393,1.35492456,0.000512188,0.000567796,-8.97692585,-2.002907753,,,,
37100,0.024511144,0.00098786,1.321164608,0.0038354,0.003941167,10.87158489,15.76603699,,,,
37200,0.019714069,0.001109445,1.311865568,0.010540105,0.01009263,14.72838402,18.6505661,,,,
37300,0.038234182,0.001138089,1.349535704,0.000256442,0.000249482,29.18861771,36.83494949,,,,
37400,0.044306986,0.001044943,1.47992754,7.62E-05,7.26E-05,19.01544571,27.87669373,,,,
37500,0.01363397,0.001100727,1.43321228,0.038603619,0.036462165,2.146242619,4.797970772,,,,
37600,0.013639219,0.001063948,1.345868587,0.043433733,0.038477626,28.14141846,30.78735161,,,,
37700,0.060517706,0.001014271,1.388145685,2.89E-06,3.20E-06,16.11442566,28.21796036,,,,
37800,0.035306636,0.001010183,1.363613129,0.000466398,0.000466082,-9.904350281,-2.84395504,,,,
37900,0.028355453,0.001113286,1.481579661,0.001850965,0.001901586,9.273641586,14.94097996,,,,
38000,0.111738764,0.0012805,1.501587629,0,0,12.8068943,35.15464783,,,,
38100,0.062877759,0.001127117,1.427399397,1.87E-06,1.88E-06,5.829744339,18.40529251,,,,
38200,0.024538279,0.001116389,1.434443712,0.003911117,0.003937512,35.37952042,40.27932739,,,,
38300,0.074008837,0.001041868,1.297521353,1.94E-07,2.05E-07,27.96315575,42.7649231,,,,
38400,0.051374383,0.001108742,1.461310029,1.88E-05,1.85E-05,29.57601357,39.85085297,,,,
38500,0.044819526,0.000998502,1.500534296,7.12E-05,6.69E-05,37.37919617,46.34296417,,,,
38600,0.046361379,0.000867691,1.358802319,5.25E-05,4.88E-05,-2.760093451,6.5120821,,,,
